Name,Code,Longitude,Latitude,KECAMATAN,KODE POS,FINAL CYCLE
Store 00288,C100334671,112.594822,-8.181497,GONDANGLEGI,GONDANGLEGI KULON - 65174,Weekly
Store 00289,C100388168,112.614168333333,-8.14321666666666,GONDANGLEGI,GANJARAN - 65174,Biweekly
Store 00290,C100388167,112.614035,-8.14206166666666,GONDANGLEGI,GANJARAN - 65174,Biweekly
Store 00291,C100386953,112.641892,-8.136728,GONDANGLEGI,SUKOREJO - 65174,Biweekly
Store 00292,C100368838,112.644386666666,-8.15674,GONDANGLEGI,PUTAT LOR - 65174,Biweekly
Store 00293,C100391879,112.66609,-8.173374,GONDANGLEGI,SEPANJANG - 65174,Weekly
Store 00294,C100363115,112.665372,-8.17392,GONDANGLEGI,SEPANJANG - 65174,Biweekly
Store 00295,C100357537,112.642425,-8.13787,GONDANGLEGI,GONDANGLEGI KULON - 65174,Biweekly
Store 00296,C100357536,112.642406666666,-8.13786833333333,GONDANGLEGI,GONDANGLEGI KULON - 65174,Biweekly
Store 00297,C100342686,112.642371666666,-8.13781666666666,GONDANGLEGI,GONDANGLEGI WETAN - 65174,Weekly
Store 00298,C100342687,112.642276666666,-8.13921166666666,GONDANGLEGI,GONDANGLEGI WETAN - 65174,Weekly
Store 00299,C100342685,112.641779999999,-8.13874166666666,GONDANGLEGI,GONDANGLEGI WETAN - 65174,Biweekly
Store 00300,C100317531,112.6437,-8.144481,GONDANGLEGI,KETAWANG - 65174,Monthly
Store 00301,C100282398,112.639961,-8.152285,GONDANGLEGI,PUTAT LOR - 65174,Biweekly
Store 00302,C100314037,112.612068,-8.138934,GONDANGLEGI,GANJARAN - 65174,Weekly
Store 00303,C000535267,112.643234,-8.139833,GONDANGLEGI,KETAWANG - 65174,Biweekly
Store 00304,C000197424,112.65535,-8.172903,GONDANGLEGI,SEPANJANG - 65174,Weekly
Store 00305,C000197418,112.604758,-8.162869,GONDANGLEGI,SUKOSARI - 65174,Biweekly
Store 00306,C100110156,112.60891986,-8.21226315,PAGELARAN,SUWARU - 65170,Monthly
Store 00307,C000197744,112.631429,-8.233556,PAGELARAN,CLUMPRIT - 65170,Biweekly
Store 00308,C100300131,112.632174,-8.242463,PAGELARAN,CLUMPRIT - 65170,Weekly
Store 00309,C000197750,112.633945,-8.230231,PAGELARAN,CLUMPRIT - 65170,Monthly
Store 00310,C000197743,112.632248,-8.233068,PAGELARAN,CLUMPRIT - 65170,Monthly
Store 00311,C000465494,112.620611,-8.194997,PAGELARAN,PAGELARAN - 65170,Biweekly
Store 00312,C100176573,112.62169282,-8.18168725,PAGELARAN,BANJAREJO - 65170,Biweekly
Store 00313,C100110155,112.62170021,-8.18149463,PAGELARAN,BANJAREJO - 65170,Biweekly
Store 00314,C100110158,112.57943499,-8.18402847,PAGELARAN,KANIGORO - 65170,Biweekly
Store 00315,C100136596,112.57824829,-8.18313145,PAGELARAN,KANIGORO - 65170,Biweekly
Store 00316,C100338501,112.580012,-8.183787,PAGELARAN,PAGELARAN - 65170,Monthly
Store 00317,C100296799,112.579989,-8.183783,PAGELARAN,PAGELARAN - 65170,Monthly
Store 00318,C100284225,112.580187,-8.183716,PAGELARAN,KANIGORO - 65170,Monthly
Store 00319,C100270732,112.5799,-8.183793,PAGELARAN,KANIGORO - 65170,Monthly
Store 00320,C100341571,112.582577,-8.183805,PAGELARAN,KANIGORO - 65170,Biweekly
Store 00321,C100286433,112.579536,-8.184012,PAGELARAN,KANIGORO - 65170,Biweekly
Store 00322,C100276850,112.582607,-8.183825,PAGELARAN,PAGELARAN - 65170,Biweekly
Store 00323,C100381079,112.572648333333,-8.19733,PAGELARAN,BALEARJO - 65170,Biweekly
Store 00324,C100255921,112.580219,-8.183643,PAGELARAN,KANIGORO - 65170,Biweekly
Store 00325,C100202757,112.57147,-8.199434,PAGELARAN,BALEARJO - 65170,Weekly
Store 00326,C100359088,112.599357,-8.16668,PAGELARAN,KARANGSUKO - 65170,Biweekly
Store 00327,C100165126,112.59695511,-8.17805845,PAGELARAN,BRONGKAL - 65170,Biweekly
Store 00328,C100110157,112.57943388,-8.18401629,PAGELARAN,KANIGORO - 65170,Monthly
Store 00329,C000197741,112.619634,-8.197215,PAGELARAN,PAGELARAN - 65170,Biweekly
Store 00330,C100284822,112.641937,-8.136401,PAGELARAN,PAGELARAN - 65170,Biweekly
Store 00331,C000197321,112.607433,-8.212852,PAGELARAN,SUWARU - 65170,Monthly
Store 00332,C000197340,112.618298,-8.198863,PAGELARAN,PAGELARAN - 65170,Monthly
Store 00333,C000196126,112.616453,-8.200819,PAGELARAN,PAGELARAN - 65170,Biweekly
Store 00334,C000197262,112.586876,-8.182798,PAGELARAN,KANIGORO - 65170,Biweekly
Store 00335,C000197738,112.595657,-8.164894,PAGELARAN,KARANGSUKO - 65170,Weekly
Store 00336,C000197733,112.596938,-8.17795,PAGELARAN,PAGELARAN - 65170,Biweekly
Store 00337,C000197349,112.632898,-8.231348,PAGELARAN,CLUMPRIT - 65170,Monthly
Store 00338,C000197260,112.595094,-8.181385,PAGELARAN,BRONGKAL - 65170,Weekly
Store 00339,C000196077,112.628916,-8.004547,BULULAWANG,BAKALAN - 65171,Biweekly
Store 00340,C000197591,112.636388,-8.091343,BULULAWANG,KREBET - 65171,Biweekly
Store 00341,C100344501,112.66957,-8.122523,BULULAWANG,SUDIMORO - 65171,Monthly
Store 00342,C000196074,112.671908,-8.12208,BULULAWANG,SUDIMORO - 65171,Biweekly
Store 00343,C000197402,112.676254,-8.127629,BULULAWANG,SUDIMORO - 65171,Monthly
Store 00344,C000197323,112.653539,-8.103987,BULULAWANG,BAKALAN - 65171,Biweekly
Store 00345,C100262599,112.646743,-8.07905,BULULAWANG,BULULAWANG - 65171,Weekly
Store 00346,C000456233,112.643169,-8.078051,BULULAWANG,BULULAWANG - 65171,Biweekly
Store 00347,C100176876,112.63769461,-8.08292423,BULULAWANG,WANDANPURO - 65171,Biweekly
Store 00348,C100201644,112.637972,-8.084231,BULULAWANG,BULULAWANG - 65171,Monthly
Store 00349,C100201643,112.637977,-8.084234,BULULAWANG,BULULAWANG - 65171,Monthly
Store 00350,C100339743,112.63793,-8.084405,BULULAWANG,BULULAWANG - 65171,Weekly
Store 00351,C100191988,112.638065,-8.084267,BULULAWANG,BULULAWANG - 65171,Monthly
Store 00352,C000563141,112.637801,-8.083392,BULULAWANG,BULULAWANG - 65171,Weekly
Store 00353,C100334643,112.65054,-8.078329,BULULAWANG,BULULAWANG - 65171,Biweekly
Store 00354,C000197823,112.650254,-8.078404,BULULAWANG,BULULAWANG - 65171,Biweekly
Store 00355,C000535269,112.643768,-8.093395,BULULAWANG,KREBET - 65171,Biweekly
Store 00356,C100406443,112.624428333333,-8.05697666666666,BULULAWANG,SEMPALWADAK - 65171,Biweekly
Store 00357,C000197412,112.639236,-8.086589,BULULAWANG,KREBET SENGGRONG - 65171,Biweekly
Store 00358,C000576411,112.636,-8.11143,BULULAWANG,GADING - 65171,Biweekly
Store 00359,C100246455,112.63713171,-8.1201504,BULULAWANG,BULULAWANG - 65171,Biweekly
Store 00360,C000197408,112.635591,-8.104046,BULULAWANG,GADING - 65171,Biweekly
Store 00361,C100336025,112.683861666666,-8.094655,BULULAWANG,PRINGU - 65171,Monthly
Store 00362,C100336024,112.683751666666,-8.09468666666666,BULULAWANG,PRINGU - 65171,Monthly
Store 00363,C100336023,112.683781666666,-8.09455666666666,BULULAWANG,PRINGU - 65171,Biweekly
Store 00364,C000197415,112.685592,-8.092529,BULULAWANG,PRINGU - 65171,Weekly
Store 00365,C100331069,112.66821,-8.097485,BULULAWANG,BULULAWANG - 65171,Biweekly
Store 00366,C000456224,112.668026,-8.0975,BULULAWANG,KUWOLU - 65171,Biweekly
Store 00367,C100324726,112.681545,-8.098963,BULULAWANG,PRINGU - 65171,Weekly
Store 00368,C100413846,112.682605,-8.09809166666666,BULULAWANG,PRINGU - 65171,Weekly
Store 00369,C100299753,112.682228,-8.098743,BULULAWANG,PRINGU - 65171,Biweekly
Store 00370,C100325973,112.662536,-8.11212,BULULAWANG,BAKALAN - 65171,Biweekly
Store 00371,C100410416,112.660919999999,-8.09676833333333,BULULAWANG,KUWOLU - 65171,Biweekly
Store 00372,C000456223,112.66601,-8.097304,BULULAWANG,KUWOLU - 65171,Biweekly
Store 00373,C000197413,112.683597,-8.094762,BULULAWANG,PRINGU - 65171,Biweekly
Store 00374,C000196918,112.65597,-8.10749,BULULAWANG,BAKALAN - 65171,Biweekly
Store 00375,C100336667,112.627963333333,-8.00272833333333,BULULAWANG,SEMPALWADAK - 65171,Weekly
Store 00376,C100276579,112.639343,-8.068712,BULULAWANG,BULULAWANG - 65171,Biweekly
Store 00377,C000197407,112.639103,-8.080473,BULULAWANG,WANDANPURO - 65171,Biweekly
Store 00378,C000196166,112.644412,-8.078219,BULULAWANG,BULULAWANG - 65171,Biweekly
Store 00379,C000196117,112.684571,-8.092717,BULULAWANG,PRINGU - 65171,Monthly
Store 00380,C100238795,112.628916,-8.004547,KLOJEN,ORO ORO DOWO - 65119,Biweekly
Store 00381,C100206995,112.628906,-8.004532,KLOJEN,KLOJEN - 65111,Biweekly
Store 00382,C100391038,112.629004999999,-8.00466,KLOJEN,KLOJEN - 65111,Monthly
Store 00383,C000198873,112.633201,-7.988059,KLOJEN,SUKOHARJO - 65118,Biweekly
Store 00384,C100096894,112.63312998,-7.98780688,KLOJEN,KLOJEN - 65111,Weekly
Store 00385,C000199255,112.633238,-7.987544,KLOJEN,SUKOHARJO - 65118,Monthly
Store 00386,C000198845,112.63309,-7.987954,KLOJEN,KLOJEN - 65111,Monthly
Store 00387,C100085328,112.63272088,-7.98829377,KLOJEN,SUKOHARJO - 65118,Biweekly
Store 00388,C000570835,112.632531,-7.9883,KLOJEN,KLOJEN - 65111,Weekly
Store 00389,C100293487,112.631561,-7.987906,KLOJEN,SUKOHARJO - 65118,Weekly
Store 00390,C000199196,112.631374,-7.987905,KLOJEN,SUKOHARJO - 65118,Biweekly
Store 00391,C000198862,112.63163,-7.988021,KLOJEN,SUKOHARJO - 65118,Weekly
Store 00392,C000199214,112.632534,-7.987214,KLOJEN,SUKOHARJO - 65118,Monthly
Store 00393,C000199211,112.632657,-7.987158,KLOJEN,SUKOHARJO - 65118,Monthly
Store 00394,C000198850,112.632306,-7.987823,KLOJEN,SUKOHARJO - 65118,Biweekly
Store 00395,C000198928,112.633636,-7.986932,KLOJEN,SUKOHARJO - 65118,Biweekly
Store 00396,C000198846,112.632338,-7.986739,KLOJEN,KLOJEN - 65111,Monthly
Store 00397,C000199069,112.63375,-7.988827,KLOJEN,SUKOHARJO - 65118,Monthly
Store 00398,C000199068,112.633747,-7.988829,KLOJEN,SUKOHARJO - 65118,Biweekly
Store 00399,C000198871,112.633926,-7.988894,KLOJEN,SUKOHARJO - 65118,Biweekly
Store 00400,C000199200,112.633203,-7.989185,KLOJEN,SUKOHARJO - 65118,Biweekly
Store 00401,C100370689,112.633263,-7.988506,KLOJEN,SUKOHARJO - 65118,Weekly
Store 00402,C000198869,112.633532,-7.988716,KLOJEN,SUKOHARJO - 65118,Biweekly
Store 00403,C000198860,112.630632,-7.987496,KLOJEN,SUKOHARJO - 65118,Biweekly
Store 00404,C000576400,112.629279,-7.986837,KLOJEN,KASIN - 65117,Weekly
Store 00405,C100217264,112.62566,-7.983322,KLOJEN,KASIN - 65117,Biweekly
Store 00406,C000195558,112.627114,-7.980639,KLOJEN,KAUMAN - 65119,Monthly
Store 00407,C000576404,112.625255,-7.988366,KLOJEN,KASIN - 65117,Weekly
Store 00408,C000199212,112.631349,-7.991201,KLOJEN,SUKOHARJO - 65118,Weekly
Store 00409,C000198863,112.629651,-7.987267,KLOJEN,KASIN - 65117,Biweekly
Store 00410,C000198859,112.630365,-7.98736,KLOJEN,KASIN - 65117,Biweekly
Store 00411,C000198867,112.634064,-7.98894,KLOJEN,SUKOHARJO - 65118,Biweekly
Store 00412,C100371719,112.628916,-8.004547,BANTUR,BANTUR - 65179,Weekly
Store 00413,C100304512,112.581160466666,-8.31246103333333,BANTUR,BANTUR - 65179,Biweekly
Store 00414,C000195810,112.581189,-8.312379,BANTUR,BANTUR - 65179,Biweekly
Store 00415,C000465490,112.581186,-8.312834,BANTUR,BANTUR - 65179,Biweekly
Store 00416,C100314004,112.580293333333,-8.30985333333333,BANTUR,BANTUR - 65179,Monthly
Store 00417,C000195824,112.580574,-8.308112,BANTUR,BANTUR - 65179,Monthly
Store 00418,C100389430,112.626766,-8.063338,BANTUR,WONOKERTO - 65179,Monthly
Store 00419,C100353462,112.59799,-8.22574166666666,BANTUR,WONOKERTO - 65179,Weekly
Store 00420,C000197489,112.598319,-8.22528,BANTUR,WONOKERTO - 65179,Monthly
Store 00421,C000465491,112.597255,-8.226408,BANTUR,WONOKERTO - 65179,Biweekly
Store 00422,C100386793,112.592038333333,-8.224445,BANTUR,WONOKERTO - 65179,Monthly
Store 00423,C100388657,112.592125,-8.230118,BANTUR,WONOKERTO - 65179,Biweekly
Store 00424,C100364274,112.593388333333,-8.22690833333333,BANTUR,WONOKERTO - 65179,Biweekly
Store 00425,C100389429,112.586584,-8.2201,BANTUR,REJOYOSO - 65179,Biweekly
Store 00426,C000456270,112.597943,-8.228751,BANTUR,WONOKERTO - 65179,Monthly
Store 00427,C100336305,112.598963,-8.224069,BANTUR,WONOKERTO - 65179,Monthly
Store 00428,C000456245,112.599418,-8.232606,BANTUR,WONOKERTO - 65179,Weekly
Store 00429,C000196120,112.597965,-8.22569,BANTUR,WONOKERTO - 65179,Monthly
Store 00430,C000196124,112.598649,-8.224688,BANTUR,WONOKERTO - 65179,Biweekly
Store 00431,C000196129,112.596872,-8.226279,BANTUR,WONOKERTO - 65179,Monthly
Store 00432,C000197335,112.601331,-8.272373,BANTUR,REJOSARI - 65179,Monthly
Store 00433,C000197334,112.600925,-8.272899,BANTUR,REJOSARI - 65179,Monthly
Store 00434,C100147372,112.60224601,-8.27185697,BANTUR,REJOSARI - 65179,Monthly
Store 00435,C000197333,112.601599,-8.272338,BANTUR,REJOSARI - 65179,Biweekly
Store 00436,C000456251,112.597239,-8.275957,BANTUR,REJOSARI - 65179,Biweekly
Store 00437,C100144667,112.58016866,-8.31617655,BANTUR,BANTUR - 65179,Weekly
Store 00438,C100336306,112.5808,-8.313234,BANTUR,BANTUR - 65179,Weekly
Store 00439,C000196996,112.580436,-8.310617,BANTUR,BANTUR - 65179,Monthly
Store 00440,C100381188,112.594108,-8.279113,BANTUR,BANTUR - 65179,Monthly
Store 00441,C000197168,112.598585,-8.274869,BANTUR,REJOSARI - 65179,Biweekly
Store 00442,C100369671,112.511883,-8.304415,BANTUR,BANDUNGREJO - 65179,Biweekly
Store 00443,C100099799,112.51060872,-8.30447737,BANTUR,BANDUNGREJO - 65179,Biweekly
Store 00444,C100182501,112.58594685,-8.29549591666666,BANTUR,BANTUR - 65179,Monthly
Store 00445,C100142147,112.5792385,-8.31606017,BANTUR,BANTUR - 65179,Monthly
Store 00446,C100088456,112.5747561,-8.31688585,BANTUR,BANTUR - 65179,Biweekly
Store 00447,C100295895,112.6289326,-8.0045324,KALIPARE,SUKOWILANGUN - 65166,Weekly
Store 00448,C100405517,112.43289518,-8.23051877,KALIPARE,TUMPAKREJO - 65166,Biweekly
Store 00449,C100111341,112.43200872,-8.24147142,KALIPARE,TUMPAKREJO - 65166,Biweekly
Store 00450,C100294389,112.429638,-8.184151,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00451,C100335475,112.4335697,-8.18525803,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00452,C100299055,112.43201,-8.184179,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00453,C100374550,112.42411517,-8.18200578,KALIPARE,ARJOWILANGUN - 65166,Monthly
Store 00454,C100146673,112.42817066,-8.18400689,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00455,C100330603,112.44246223,-8.18221878,KALIPARE,ARJOWILANGUN - 65166,Weekly
Store 00456,C100330602,112.4423726,-8.1821744,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00457,C100343651,112.42489066,-8.18912675,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00458,C100141274,112.43369076,-8.18429925,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00459,C100370903,112.471689,-8.1562616,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00460,C100366809,112.478,-8.16258,KALIPARE,SUKOWILANGUN - 65166,Weekly
Store 00461,C100366810,112.488,-8.03839,KALIPARE,KALIPARE - 65166,Biweekly
Store 00462,C000198961,112.465556,-8.206411,KALIPARE,KALIPARE - 65166,Weekly
Store 00463,C000198963,112.465929,-8.203857,KALIPARE,KALIPARE - 65166,Weekly
Store 00464,C100111335,112.46620533,-8.20222806,KALIPARE,KALIPARE - 65166,Weekly
Store 00465,C000198965,112.466248,-8.201925,KALIPARE,KALIPARE - 65166,Biweekly
Store 00466,C000199256,112.465713,-8.205679,KALIPARE,KALIPARE - 65166,Weekly
Store 00467,C000198962,112.466138,-8.20295,KALIPARE,KALIPARE - 65166,Biweekly
Store 00468,C000198964,112.466936,-8.196584,KALIPARE,KALIPARE - 65166,Weekly
Store 00469,C000199422,112.42466,-8.184281,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00470,C000199410,112.423953,-8.182867,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00471,C000199695,112.426897,-8.184038,KALIPARE,ARJOWILANGUN - 65166,Monthly
Store 00472,C000199409,112.426651,-8.183874,KALIPARE,ARJOWILANGUN - 65166,Monthly
Store 00473,C000199697,112.423099,-8.1863,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00474,C000199315,112.423599,-8.18383,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00475,C000199421,112.421868,-8.191297,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00476,C100115043,112.4212473,-8.19327462,KALIPARE,ARJOWILANGUN - 65166,Monthly
Store 00477,C000199405,112.421954,-8.190456,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00478,C000199407,112.43061,-8.183597,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00479,C000199408,112.427978,-8.184019,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00480,C000199419,112.420252,-8.195443,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00481,C000199418,112.420258,-8.195449,KALIPARE,ARJOWILANGUN - 65166,Monthly
Store 00482,C000199414,112.420242,-8.195443,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00483,C100111337,112.41893377,-8.19717142,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00484,C000199412,112.420902,-8.194208,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00485,C000199694,112.431073,-8.184125,KALIPARE,ARJOWILANGUN - 65166,Biweekly
Store 00486,C000199406,112.430585,-8.183668,KALIPARE,ARJOWILANGUN - 65166,Monthly
Store 00487,C000199289,112.449183,-8.178801,KALIPARE,SUKOWILANGUN - 65166,Biweekly
Store 00488,C100206603,112.46477138,-8.208456,KALIPARE,KALIPARE - 65166,Weekly
Store 00489,C000199683,112.462563,-8.208631,KALIPARE,KALIPARE - 65166,Biweekly
Store 00490,C100111338,112.43375727,-8.25697748,KALIPARE,KALIASRI - 65166,Biweekly
Store 00491,C100370961,112.456,-8.21914,KALIPARE,KALIREJO - 65166,Biweekly
Store 00492,C100368326,112.459905,-8.210256,KALIPARE,KALIPARE - 65166,Biweekly
Store 00493,C100054690,112.43322463,-8.23487688,KALIPARE,TUMPAKREJO - 65166,Biweekly
Store 00494,C100086522,112.4593751,-8.20900842,KALIPARE,KALIPARE - 65166,Weekly
Store 00495,C100204271,112.4845128,-8.2092947,KALIPARE,KALIPARE - 65166,Weekly
Store 00496,C100290877,112.457737,-8.207407,KALIPARE,KALIPARE - 65166,Biweekly
Store 00497,C000199680,112.46001,-8.21014,KALIPARE,KALIPARE - 65166,Weekly
Store 00498,C000199242,112.46639,-8.207274,KALIPARE,KALIPARE - 65166,Monthly
Store 00499,C000199399,112.469938,-8.208677,KALIPARE,KALIPARE - 65166,Biweekly
Store 00500,C000199400,112.4752,-8.210345,KALIPARE,KALIPARE - 65166,Biweekly
Store 00501,C000199339,112.473715,-8.210021,KALIPARE,KALIPARE - 65166,Biweekly
Store 00502,C100051168,112.43434273,-8.25794924,KALIPARE,KALIASRI - 65166,Biweekly
Store 00503,C000199423,112.4302,-8.246595,KALIPARE,TUMPAKREJO - 65166,Biweekly
Store 00504,C000199320,112.439904,-8.232449,KALIPARE,TUMPAKREJO - 65166,Weekly
Store 00505,C000199341,112.442251,-8.264104,KALIPARE,KALIASRI - 65166,Weekly
Store 00506,C000199712,112.425866,-8.288347,KALIPARE,TUMPAKREJO - 65166,Monthly
Store 00507,C000199291,112.433412,-8.255595,KALIPARE,KALIASRI - 65166,Biweekly
Store 00508,C000199186,112.465719,-8.207123,KALIPARE,KALIPARE - 65166,Biweekly
Store 00509,C100330623,112.424,-7.95574,KALIPARE,KALIPARE - 65166,Biweekly
Store 00510,C100291394,112.6289187,-8.0045569,KROMENGAN,SLOROK - 65165,Biweekly
Store 00511,C100298014,112.586881,-8.0886546,KROMENGAN,KROMENGAN - 65165,Weekly
Store 00512,C100369672,112.47170802,-8.15631011,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00513,C100316306,112.5236165,-8.1428861,KROMENGAN,JATIKERTO - 65165,Biweekly
Store 00514,C100304296,112.5539761,-8.1183451,KROMENGAN,SLOROK - 65165,Weekly
Store 00515,C000468353,112.53692,-8.137012,KROMENGAN,JATIKERTO - 65165,Weekly
Store 00516,C100111953,112.53863885,-8.13506858,KROMENGAN,JATIKERTO - 65165,Biweekly
Store 00517,C000199557,112.538806,-8.135899,KROMENGAN,SLOROK - 65165,Biweekly
Store 00518,C000199690,112.541167,-8.134395,KROMENGAN,SLOROK - 65165,Monthly
Store 00519,C000199555,112.541203,-8.134547,KROMENGAN,JATIKERTO - 65165,Monthly
Store 00520,C000199443,112.538442,-8.134917,KROMENGAN,JATIKERTO - 65165,Biweekly
Store 00521,C000199552,112.546525,-8.130595,KROMENGAN,JATIKERTO - 65165,Monthly
Store 00522,C000199461,112.546437,-8.130566,KROMENGAN,JATIKERTO - 65165,Biweekly
Store 00523,C000199263,112.546,-8.13122,KROMENGAN,JATIKERTO - 65165,Monthly
Store 00524,C000199442,112.534234,-8.138298,KROMENGAN,JATIKERTO - 65165,Weekly
Store 00525,C000199561,112.521438,-8.147094,KROMENGAN,SLOROK - 65165,Biweekly
Store 00526,C100302074,112.52619245,-8.14312039,KROMENGAN,JATIKERTO - 65165,Biweekly
Store 00527,C100393004,112.5270748,-8.1442484,KROMENGAN,SLOROK - 65165,Biweekly
Store 00528,C000199682,112.526114,-8.144209,KROMENGAN,SLOROK - 65165,Biweekly
Store 00529,C000199563,112.52381,-8.143124,KROMENGAN,SLOROK - 65165,Monthly
Store 00530,C100126220,112.51551748,-8.12829955,KROMENGAN,NGADIREJO - 65165,Monthly
Store 00531,C100102792,112.49135925,-8.12825368,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00532,C100331537,112.492,-8.12945,KROMENGAN,JATIKERTO - 65165,Biweekly
Store 00533,C100388173,112.49,-8.12899,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00534,C100102788,112.49051963,-8.12906116,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00535,C100051170,112.49134735,-8.12771894,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00536,C100116075,112.493054,-8.12982871,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00537,C000199701,112.490094,-8.129002,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00538,C000199567,112.50857,-8.132767,KROMENGAN,NGADIREJO - 65165,Weekly
Store 00539,C000199308,112.534101,-8.138633,KROMENGAN,JATIKERTO - 65165,Monthly
Store 00540,C100316307,112.488,-8.03913,KROMENGAN,JATIKERTO - 65165,Weekly
Store 00541,C000199688,112.492191,-8.113671,KROMENGAN,KARANGREJO - 65165,Biweekly
Store 00542,C100249470,112.47762027,-8.11282044,KROMENGAN,PENIWEN - 65165,Weekly
Store 00543,C100104721,112.46437183,-8.09800135,KROMENGAN,JAMBUWER - 65165,Biweekly
Store 00544,C000199467,112.492204,-8.115901,KROMENGAN,KARANGREJO - 65165,Monthly
Store 00545,C000199267,112.492514,-8.115656,KROMENGAN,KARANGREJO - 65165,Monthly
Store 00546,C000199469,112.491551,-8.118045,KROMENGAN,KARANGREJO - 65165,Biweekly
Store 00547,C000199268,112.491033,-8.119919,KROMENGAN,KARANGREJO - 65165,Monthly
Store 00548,C000199445,112.499546,-8.132603,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00549,C000199449,112.493243,-8.130166,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00550,C000199448,112.493234,-8.130357,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00551,C000199453,112.490044,-8.128848,KROMENGAN,KROMENGAN - 65165,Weekly
Store 00552,C000199455,112.489916,-8.128783,KROMENGAN,KROMENGAN - 65165,Weekly
Store 00553,C000199457,112.48977,-8.129215,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00554,C000199459,112.490152,-8.128789,KROMENGAN,KROMENGAN - 65165,Weekly
Store 00555,C000199452,112.490043,-8.128739,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00556,C000199564,112.494896,-8.130652,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00557,C000199447,112.493162,-8.130031,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00558,C000199450,112.504892,-8.128639,KROMENGAN,NGADIREJO - 65165,Biweekly
Store 00559,C000199330,112.498798,-8.132449,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00560,C000199446,112.489994,-8.128662,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00561,C000199269,112.491289,-8.129119,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00562,C000199332,112.466972,-8.107077,KROMENGAN,PENIWEN - 65165,Biweekly
Store 00563,C000199568,112.494434,-8.10358,KROMENGAN,KARANGREJO - 65165,Biweekly
Store 00564,C000199468,112.492524,-8.112333,KROMENGAN,KARANGREJO - 65165,Monthly
Store 00565,C100088454,112.46273629,-8.09199283,KROMENGAN,JAMBUWER - 65165,Biweekly
Store 00566,C000199473,112.462771,-8.097989,KROMENGAN,JAMBUWER - 65165,Biweekly
Store 00567,C000199329,112.47222,-8.109288,KROMENGAN,PENIWEN - 65165,Monthly
Store 00568,C000199466,112.493736,-8.106131,KROMENGAN,KARANGREJO - 65165,Biweekly
Store 00569,C000199266,112.491764,-8.116989,KROMENGAN,KARANGREJO - 65165,Biweekly
Store 00570,C000199294,112.524969,-8.143594,KROMENGAN,SLOROK - 65165,Biweekly
Store 00571,C000199259,112.51629,-8.128325,KROMENGAN,NGADIREJO - 65165,Weekly
Store 00572,C000199006,112.489922,-8.128633,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00573,C000199007,112.488564,-8.127963,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00574,C000199005,112.489981,-8.128683,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00575,C000198933,112.525169,-8.144117,KROMENGAN,SLOROK - 65165,Monthly
Store 00576,C000199328,112.464418,-8.097922,KROMENGAN,JAMBUWER - 65165,Weekly
Store 00577,C000199327,112.462347,-8.096663,KROMENGAN,JAMBUWER - 65165,Weekly
Store 00578,C100376298,0,0,KROMENGAN,KROMENGAN - 65165,Biweekly
Store 00579,C100208950,112.531409,-8.096514,WONOSARI,PLAOSAN - 65161,Monthly
